Company,Cocoa Percent,Country,Rating,Bean Type
East Van Roasters,70%,Canada,3.5,Trinitario
East Van Roasters,70%,Canada,3.75,
Eau de Rose,70%,Canada,3.25,
Eau de Rose,70%,Canada,3.25,
Eclat (Felchlin),72%,U.S.A.,2.75,Forastero (Nacional)
Edelmond,68%,Germany,3,Criollo
El Ceibo,75%,Bolivia,3.75,
El Ceibo,71%,Bolivia,2.75,
El Rey,70%,Venezuela,3.75,
El Rey,60.50%,Venezuela,2.75,Trinitario
El Rey,70%,Venezuela,3,Trinitario
El Rey,74%,Venezuela,2.5,Criollo
El Rey,58%,Venezuela,2.5,Criollo
El Rey,61%,Venezuela,3,Criollo
El Rey,70%,Venezuela,2.75,Criollo
Emerald Estate,60%,St. Lucia,2.75,
Emerald Estate,70%,St. Lucia,3.25,
Emily's,79%,Japan,3,
Emily's,78%,Japan,3.5,Criollo
ENNA,75%,U.S.A.,3.25,
Enric Rovira (Claudio Corallo),80%,Spain,3.25,Forastero
Erithaj (A. Morin),70%,France,3.25,Trinitario
Erithaj (A. Morin),80%,France,3,Trinitario
Erithaj (A. Morin),74%,France,3.25,Trinitario
Escazu,70%,U.S.A.,2.75,Trinitario
Escazu,65%,U.S.A.,2,
Escazu,81%,U.S.A.,3.5,Criollo
Escazu,74%,U.S.A.,2.75,
Escazu,72%,U.S.A.,3,Criollo
Ethel's Artisan (Mars),55%,U.S.A.,2.5,
Ethel's Artisan (Mars),55%,U.S.A.,2.5,Trinitario
Ethel's Artisan (Mars),70%,U.S.A.,2.5,Criollo (Porcelana)
Ethel's Artisan (Mars),62%,U.S.A.,2.75,
Ethel's Artisan (Mars),62%,U.S.A.,2.5,
Ethereal,80%,U.S.A.,3,Trinitario
Ethereal,80%,U.S.A.,3.5,
Ethereal,80%,U.S.A.,3.75,
Fearless (AMMA),75%,U.S.A.,2.75,
Feitoria Cacao,76%,Portugal,3,
Feitoria Cacao,76%,Portugal,2.5,
Feitoria Cacao,76%,Portugal,2.75,Trinitario
Felchlin,58%,Switzerland,3.5,Trinitario
Felchlin,62%,Switzerland,2,
Felchlin,74%,Switzerland,3,"Trinitario, Criollo"
Felchlin,64%,Switzerland,3,Criollo
Felchlin,65%,Switzerland,3,Criollo
Felchlin,72%,Switzerland,3.5,Forastero (Arriba)
Felchlin,68%,Switzerland,4,Criollo (Wild)
Finca,65%,U.S.A.,2.25,
Finca,80%,U.S.A.,3,
Finca,70%,U.S.A.,3.25,
Finca,85%,U.S.A.,2.5,
Forever Cacao,72%,U.K.,2.75,Criollo
Forteza (Cortes),70%,Puerto Rico,2.75,
Forteza (Cortes),80%,Puerto Rico,2.75,
Fossa,70%,Singapore,2.75,
Fossa,75%,Singapore,3.5,
Fossa,67%,Singapore,3.75,Trinitario
Franceschi,70%,Venezuela,3.5,
Franceschi,70%,Venezuela,3.75,
Franceschi,70%,Venezuela,3.75,
Franceschi,60%,Venezuela,3.5,
Frederic Blondeel,70%,Belgium,3.5,
Frederic Blondeel,75%,Belgium,3.5,
Frederic Blondeel,80%,Belgium,3,Trinitario
Frederic Blondeel,60%,Belgium,3.5,Forastero
Frederic Blondeel,65%,Belgium,3.5,Trinitario
French Broad,70%,U.S.A.,3.5,
French Broad,73%,U.S.A.,3.5,
French Broad,80%,U.S.A.,3,
French Broad,68%,U.S.A.,3.25,
French Broad,66%,U.S.A.,3.5,
French Broad,70%,U.S.A.,2.5,Criollo
French Broad,61%,U.S.A.,3.5,
French Broad,81%,U.S.A.,2,
French Broad,70%,U.S.A.,3.5,Forastero (Nacional)
French Broad,65%,U.S.A.,3.5,
Fresco,70%,U.S.A.,3,Forastero (Nacional)
Fresco,70%,U.S.A.,3.5,Forastero (Nacional)
Fresco,70%,U.S.A.,3.5,Forastero (Nacional)
Fresco,70%,U.S.A.,3.5,Forastero (Nacional)
Fresco,72%,U.S.A.,3.25,
Fresco,72%,U.S.A.,3.75,
Fresco,70%,U.S.A.,3.75,
Fresco,70%,U.S.A.,4,Trinitario
Fresco,69%,U.S.A.,3.5,
Fresco,69%,U.S.A.,3.5,
Fresco,74%,U.S.A.,4,Trinitario
Fresco,69%,U.S.A.,4,Trinitario
Fresco,69%,U.S.A.,3,Trinitario
Fresco,74%,U.S.A.,2.75,Forastero
Fresco,70%,U.S.A.,3.25,Trinitario
Fresco,72%,U.S.A.,3.5,
Fresco,70%,U.S.A.,3.5,Trinitario
Fresco,74%,U.S.A.,2.75,Trinitario
Fresco,72%,U.S.A.,3.25,
Fresco,74%,U.S.A.,3,Trinitario
Fresco,76%,U.S.A.,3.25,Trinitario
Fresco,70%,U.S.A.,4,Trinitario
Fresco,80%,U.S.A.,2.75,Trinitario
Fresco,70%,U.S.A.,3,Trinitario
Fresco,70%,U.S.A.,3.25,Trinitario
Fresco,65%,U.S.A.,3.5,Criollo
Friis Holm,70%,Denmark,3.5,
Friis Holm (Bonnat),60%,Denmark,3,
Friis Holm (Bonnat),85%,Denmark,3.25,
Friis Holm (Bonnat),70%,Denmark,3.5,
Friis Holm (Bonnat),70%,Denmark,3.25,
Friis Holm (Bonnat),70%,Denmark,3.5,
Friis Holm (Bonnat),70%,Denmark,3.25,"Criollo, Trinitario"
Friis Holm (Bonnat),70%,Denmark,3.25,"Criollo, Trinitario"
Friis Holm (Bonnat),70%,Denmark,3.25,"Criollo, Trinitario"
Friis Holm (Bonnat),70%,Denmark,3.75,
Friis Holm (Bonnat),70%,Denmark,3.25,"Criollo, Trinitario"
Friis Holm (Bonnat),70%,Denmark,3.5,"Criollo, Trinitario"
Friis Holm (Bonnat),70%,Denmark,3.5,"Criollo, Trinitario"
Fruition,74%,U.S.A.,3.75,Beniano
Fruition,74%,U.S.A.,4,Amazon mix
Fruition,70%,U.S.A.,3.75,Trinitario
Fruition,76%,U.S.A.,3,Forastero (Nacional)
Fruition,70%,U.S.A.,3.75,
Fruition,75%,U.S.A.,3,
Fruition,70%,U.S.A.,2.5,
Fruition,66%,U.S.A.,3.25,Trinitario
Fruition,70%,U.S.A.,3,
Garden Island,85%,U.S.A.,2.5,Blend
Georgia Ramon,65%,Germany,3.25,Trinitario
Georgia Ramon,70%,Germany,4,Forastero
Georgia Ramon,70%,Germany,3.5,Trinitario
Georgia Ramon,80%,Germany,3.5,Trinitario
Georgia Ramon,75%,Germany,3.5,Trinitario
Glennmade,70%,U.S.A.,3.5,
Glennmade,66%,U.S.A.,3,"Trinitario, Forastero"
Goodnow Farms,77%,U.S.A.,2.75,
Goodnow Farms,77%,U.S.A.,3.25,
Goodnow Farms,77%,U.S.A.,3.25,
Grand Place,72%,Vietnam,3,Trinitario
Green & Black's (ICAM),70%,U.K.,2.5,
Green Bean to Bar,70%,Japan,3.5,
Grenada Chocolate Co.,82%,Grenada,3.25,Trinitario
Grenada Chocolate Co.,60%,Grenada,2.75,Trinitario
Grenada Chocolate Co.,71%,Grenada,2.5,Trinitario
Guido Castagna,64%,Italy,3,Forastero (Arriba) ASS
Guido Castagna,64%,Italy,3,Forastero
Guido Castagna,64%,Italy,3,
Guido Castagna,76%,Italy,3,
Guido Castagna,64%,Italy,3.25,
Guittard,70%,U.S.A.,3.75,
Guittard,65%,U.S.A.,2.75,
Guittard,65%,U.S.A.,2.75,
Guittard,65%,U.S.A.,3.25,Trinitario
Guittard,65%,U.S.A.,3.5,
Guittard,72%,U.S.A.,2.75,
Guittard,61%,U.S.A.,3.25,
Guittard,72%,U.S.A.,3.25,
Guittard,65%,U.S.A.,3,Trinitario
Guittard,55%,U.S.A.,3,
Guittard,91%,U.S.A.,3,
Guittard,70%,U.S.A.,3.5,Blend
Guittard,65%,U.S.A.,3,
Guittard,64%,U.S.A.,3,
Guittard,65%,U.S.A.,3.5,
Guittard,72%,U.S.A.,3.5,Blend
Guittard,65%,U.S.A.,3,Trinitario
Guittard,65%,U.S.A.,2.5,"Trinitario, Criollo"
Guittard,65%,U.S.A.,3.5,"Criollo, +"
Guittard,65%,U.S.A.,3.5,Forastero (Arriba)
Guittard,61%,U.S.A.,3.5,Blend
Guittard,61%,U.S.A.,3,Blend
Habitual,80%,Canada,2.75,
Habitual,74%,Canada,2.75,
Habitual,75%,Canada,3.25,
Habitual,70%,Canada,3.5,Trinitario
Habitual,65%,Canada,2.75,
Habitual,70%,Canada,3,
Habitual,80%,Canada,3,
Habitual,66%,Canada,3.25,
Habitual,100%,Canada,2,
Hachez,77%,Germany,2.5,Forastero (Arriba)
Hacienda El Castillo,55%,Ecuador,2.75,Trinitario
Hacienda El Castillo,70%,Ecuador,3,Trinitario
Haigh,70%,Australia,3,
Harper Macaw,85%,U.S.A.,3.25,
Harper Macaw,67%,U.S.A.,3,
Harper Macaw,77%,U.S.A.,3.5,
Harper Macaw,74%,U.S.A.,3.5,
Heilemann,64%,Germany,2.75,
Heirloom Cacao Preservation (Brasstown),70%,U.S.A.,3.25,Amazon
Heirloom Cacao Preservation (Fruition),74%,U.S.A.,3.5,Amazon mix
Heirloom Cacao Preservation (Guittard),67%,U.S.A.,3.5,"Amazon, ICS"
Heirloom Cacao Preservation (Guittard),67%,U.S.A.,3,Beniano
Heirloom Cacao Preservation (Guittard),67%,U.S.A.,3.75,EET
Heirloom Cacao Preservation (Guittard),67%,U.S.A.,3.75,
Heirloom Cacao Preservation (Manoa),72%,U.S.A.,3.5,
Heirloom Cacao Preservation (Millcreek),70%,U.S.A.,3.5,EET
Heirloom Cacao Preservation (Mindo),77%,U.S.A.,3.5,EET
Heirloom Cacao Preservation (Zokoko),68%,U.S.A.,3.75,"Amazon, ICS"
Heirloom Cacao Preservation (Zokoko),72%,U.S.A.,4,Beniano
hello cocoa,57%,U.S.A.,2.75,Forastero
hello cocoa,74%,U.S.A.,3.5,Criollo
hexx,70%,U.S.A.,2.75,
hexx,74%,U.S.A.,3,Trinitario
hexx,70%,U.S.A.,3,
hexx,73%,U.S.A.,3.25,
hexx,70%,U.S.A.,3.25,
Hogarth,70%,New Zealand,2.75,Trinitario
Hogarth,72%,New Zealand,2.75,Trinitario
Hogarth,75%,New Zealand,3.25,Trinitario
Hogarth,66%,New Zealand,3.5,Criollo
Hoja Verde (Tulicorp),80%,Ecuador,2,Forastero (Arriba) ASS
Hoja Verde (Tulicorp),80%,Ecuador,2.5,Forastero (Arriba) ASS
Hoja Verde (Tulicorp),72%,Ecuador,3,Forastero (Arriba) ASS
Hoja Verde (Tulicorp),58%,Ecuador,3.25,Forastero (Arriba) ASS
Hoja Verde (Tulicorp),58%,Ecuador,3.5,Forastero (Arriba) ASS
Holy Cacao,70%,Israel,2.75,
Holy Cacao,70%,Israel,3.5,
Holy Cacao,70%,Israel,3.5,Trinitario
Holy Cacao,70%,Israel,3.5,Trinitario
Holy Cacao,70%,Israel,3.5,
Holy Cacao,70%,Israel,2.5,
Holy Cacao,70%,Israel,2.75,
Holy Cacao,70%,Israel,3.5,
Holy Cacao,75%,Israel,3.75,
Honest,72%,South Africa,2.5,
Hotel Chocolat,70%,U.K.,2.75,
Hotel Chocolat,70%,U.K.,4,Trinitario
Hotel Chocolat,100%,U.K.,1.75,Trinitario
Hotel Chocolat (Coppeneur),75%,U.K.,3,Trinitario
Hotel Chocolat (Coppeneur),80%,U.K.,3.5,Trinitario
Hotel Chocolat (Coppeneur),90%,U.K.,3,Forastero (Nacional)
Hotel Chocolat (Coppeneur),72%,U.K.,3,Trinitario
Hotel Chocolat (Coppeneur),82%,U.K.,3.5,Forastero (Nacional)
Hotel Chocolat (Coppeneur),100%,U.K.,2.75,
Hotel Chocolat (Coppeneur),100%,U.K.,2.5,Forastero (Nacional)
Hotel Chocolat (Coppeneur),100%,U.K.,2.75,
Hotel Chocolat (Coppeneur),66%,U.K.,3.5,"Trinitario, Criollo"
Hotel Chocolat (Coppeneur),80%,U.K.,3,Forastero (Nacional)
Hotel Chocolat (Coppeneur),65%,U.K.,3,Trinitario
Hotel Chocolat (Coppeneur),65%,U.K.,3.25,Trinitario
Hotel Chocolat (Coppeneur),70%,U.K.,2.75,
Hotel Chocolat (Coppeneur),70%,U.K.,3,
Hotel Chocolat (Coppeneur),70%,U.K.,2.75,Trinitario
Hotel Chocolat (Coppeneur),72%,U.K.,3,
Hotel Chocolat (Coppeneur),80%,U.K.,2.5,Forastero
Hotel Chocolat (Coppeneur),75%,U.K.,2.75,
Hotel Chocolat (Coppeneur),72%,U.K.,3,Forastero
Hummingbird,70%,Canada,3.5,Trinitario
Hummingbird,70%,Canada,3,"Criollo, Trinitario"
Hummingbird,70%,Canada,3,"Criollo, Trinitario"
Hummingbird,70%,Canada,3,Trinitario
Hummingbird,70%,Canada,3.75,Trinitario
Hummingbird,70%,Canada,3.5,
Hummingbird,70%,Canada,3.25,"Trinitario, Criollo"
Hummingbird,70%,Canada,3.75,Forastero
Idilio (Felchlin),72%,Switzerland,3.75,Trinitario
Idilio (Felchlin),72%,Switzerland,3.75,Criollo
Idilio (Felchlin),72%,Switzerland,3.75,
Idilio (Felchlin),72%,Switzerland,3.25,Criollo
Idilio (Felchlin),72%,Switzerland,3.75,Criollo
Idilio (Felchlin),74%,Switzerland,4,Criollo
Idilio (Felchlin),72%,Switzerland,3.5,Criollo
Idilio (Felchlin),70%,Switzerland,4,Trinitario
Idilio (Felchlin),72%,Switzerland,4,Criollo
Idilio (Felchlin),72%,Switzerland,4,
Indah,61%,India,2.5,
Indaphoria,70%,U.S.A.,3.25,
Indaphoria,70%,U.S.A.,2.75,
Indi,77%,U.S.A.,3,
iQ Chocolate,72%,Scotland,2.75,Criollo
iQ Chocolate,72%,Scotland,3,
Isidro,72%,U.S.A.,3.5,Trinitario
Isidro,72%,U.S.A.,2.25,
Isidro,72%,U.S.A.,3.25,Trinitario
Isidro,72%,U.S.A.,3.25,
Izard,70%,U.S.A.,3.5,Trinitario
Izard,70%,U.S.A.,2.75,
Jacque Torres,71%,U.S.A.,2,Trinitario
Jordis,63%,Czech Republic,2.75,Trinitario
Just Good Chocolate,70%,U.S.A.,3.5,Trinitario
Just Good Chocolate,70%,U.S.A.,3.5,Trinitario
Just Good Chocolate,70%,U.S.A.,4,
Kah Kow,70%,Domincan Republic,3.5,
Kah Kow,82%,Domincan Republic,3,
Kah Kow,55%,Domincan Republic,3.25,
Kah Kow,62%,Domincan Republic,3.25,
Kakao,64%,Germany,2.5,
Kakao,65%,Germany,3.75,Trinitario
Kallari (Ecuatoriana),70%,Ecuador,3,
Kallari (Ecuatoriana),70%,Ecuador,3.5,
Kallari (Ecuatoriana),75%,Ecuador,2.75,
Kallari (Ecuatoriana),85%,Ecuador,2.5,
Kallari (Ecuatoriana),85%,Ecuador,2.75,
Kallari (Ecuatoriana),85%,Ecuador,3,
Kallari (Ecuatoriana),75%,Ecuador,2.5,
Kallari (Ecuatoriana),85%,Ecuador,3,
Kaoka (Cemoi),70%,France,2.75,
Kaoka (Cemoi),80%,France,2.75,
Kerchner,70%,U.S.A.,3.75,
Ki' Xocolatl,72%,Mexico,2,
Kiskadee,60%,U.S.A.,3,Trinitario
Kto,72%,U.S.A.,2.5,
Kto,72%,U.S.A.,2.75,
Kto,72%,U.S.A.,3,Trinitario
Kto,72%,U.S.A.,3.25,Trinitario
Kto,90%,U.S.A.,3.25,Trinitario
Kto,72%,U.S.A.,3.25,
Kto,72%,U.S.A.,3.25,
K'ul,70%,U.S.A.,3.25,
K'ul,70%,U.S.A.,2.75,Forastero (Nacional)
K'ul,70%,U.S.A.,3.75,
K'ul,70%,U.S.A.,3.75,Forastero
Kyya,72.50%,U.S.A.,2.5,Forastero
Kyya,72.50%,U.S.A.,3,
Kyya,72.50%,U.S.A.,2.5,
Kyya,72.50%,U.S.A.,3,Trinitario
L.A. Burdick (Felchlin),74%,U.S.A.,3.25,
L.A. Burdick (Felchlin),70%,U.S.A.,4,
L.A. Burdick (Felchlin),68%,U.S.A.,3.75,Trinitario
L.A. Burdick (Felchlin),74%,U.S.A.,3.75,
L.A. Burdick (Felchlin),75%,U.S.A.,3.25,Trinitario
L.A. Burdick (Felchlin),74%,U.S.A.,3.75,
L.A. Burdick (Felchlin),71%,U.S.A.,3,
L.A. Burdick (Felchlin),64%,U.S.A.,3.5,Trinitario
L.A. Burdick (Felchlin),68%,U.S.A.,3,
La Chocolaterie Nanairo,70%,Japan,2.25,"Trinitario, Criollo"
La Chocolaterie Nanairo,70%,Japan,2.5,"Trinitario, Criollo"
La Chocolaterie Nanairo,70%,Japan,3,Criollo
La Chocolaterie Nanairo,70%,Japan,3,"Trinitario, Criollo"
La Maison du Chocolat (Valrhona),74%,France,2.75,
La Maison du Chocolat (Valrhona),60%,France,3.25,
La Maison du Chocolat (Valrhona),56%,France,3.25,
La Maison du Chocolat (Valrhona),66%,France,3.5,
La Maison du Chocolat (Valrhona),68%,France,3.5,Trinitario
La Maison du Chocolat (Valrhona),68%,France,3.25,Forastero
La Maison du Chocolat (Valrhona),69%,France,3.5,Criollo (Porcelana)
La Maison du Chocolat (Valrhona),60%,France,3,
La Maison du Chocolat (Valrhona),60%,France,3.75,
La Maison du Chocolat (Valrhona),74%,France,3.5,Blend
La Oroquidea,72%,Peru,2.5,
La Pepa de Oro,60%,Ecuador,3.25,
Laia aka Chat-Noir,75%,France,2.75,Trinitario
Laia aka Chat-Noir,75%,France,2.75,Trinitario
Laia aka Chat-Noir,75%,France,3,
Laia aka Chat-Noir,75%,France,3.25,
Laia aka Chat-Noir,75%,France,3,
Laia aka Chat-Noir,75%,France,3.5,Forastero
Laia aka Chat-Noir,75%,France,3.25,
Laia aka Chat-Noir,75%,France,3.75,Trinitario
Laia aka Chat-Noir,70%,France,2.75,
Laia aka Chat-Noir,68%,France,2.75,
Lajedo do Ouro,70%,Brazil,3.5,Forastero (Catongo)
Lake Champlain (Callebaut),75%,U.S.A.,2.5,
L'Amourette,80%,U.S.A.,3.5,Trinitario
L'Amourette,75%,U.S.A.,3,Trinitario
L'Amourette,75%,U.S.A.,3,Trinitario
L'Amourette,72%,U.S.A.,3,Criollo
Letterpress,70%,U.S.A.,3.5,
Letterpress,70%,U.S.A.,3.25,
Letterpress,70%,U.S.A.,3.25,
Letterpress,70%,U.S.A.,3.25,
Letterpress,70%,U.S.A.,3.5,Trinitario
Letterpress,70%,U.S.A.,3,
Letterpress,70%,U.S.A.,3.25,
Letterpress,70%,U.S.A.,3.5,
Letterpress,70%,U.S.A.,3.5,Forastero (Nacional)
Levy,71%,Finland,3.5,Criollo
Lilla,70%,Finland,3,Trinitario
Lillie Belle,65%,U.S.A.,3.5,Criollo
Lillie Belle,68%,U.S.A.,3.5,Criollo
Lillie Belle,68%,U.S.A.,3.75,
Lillie Belle,75%,U.S.A.,2.75,
Lillie Belle,74%,U.S.A.,3,
Lillie Belle,68%,U.S.A.,3.5,Criollo
Lindt & Sprungli,85%,Switzerland,3,
Loiza,65%,Puerto Rico,2.5,
Lonohana,70%,U.S.A.,3.75,
Lonohana,65%,U.S.A.,3.25,
Lonohana,75%,U.S.A.,3.75,
Lonohana,71%,U.S.A.,3,
Lonohana,72%,U.S.A.,3,
Lonohana,70%,U.S.A.,3.5,
Love Bar,75%,U.S.A.,2,
Luker,46%,Colombia,2.75,
Luker,60%,Colombia,3,
Luker,58%,Colombia,3,
Luker,65%,Colombia,3.5,
Machu Picchu Trading Co.,70%,Peru,1.5,
Machu Picchu Trading Co.,55%,Peru,2.25,
Madecasse (Cinagra),67%,Madagascar,3.5,Trinitario
Madecasse (Cinagra),70%,Madagascar,3.75,Trinitario
Madecasse (Cinagra),63%,Madagascar,4,Trinitario
Madecasse (Cinagra),75%,Madagascar,3.5,Trinitario
Madre,73%,U.S.A.,3.5,
Madre,70%,U.S.A.,2.75,
Madre,70%,U.S.A.,3.5,
Madre,70%,U.S.A.,2.75,
Madre,70%,U.S.A.,2.75,
Madre,70%,U.S.A.,3.25,
Madre,70%,U.S.A.,3.25,Criollo
Madre,70%,U.S.A.,3.5,
Madre,70%,U.S.A.,2.5,
Madre,70%,U.S.A.,2.75,
Madre,72%,U.S.A.,2.75,
Maglio,75%,Italy,2,
Maglio,70%,Italy,3,Forastero (Nacional)
Maglio,70%,Italy,3.25,Criollo
Maglio,70%,Italy,3.75,"Blend-Forastero,Criollo"
Majani,70%,Italy,2,
Malagasy (Chocolaterie Robert),75%,Madagascar,2.75,Trinitario
Malagasy (Chocolaterie Robert),73%,Madagascar,3.5,Trinitario
Malagos,65%,Philippines,3.5,Trinitario
Malie Kai (Guittard),55%,U.S.A.,3.5,
Malie Kai (Guittard),55%,U.S.A.,2.75,Blend
Malmo,70%,Sweden,3,
Mana,74%,U.S.A.,2.5,
Mana,74%,U.S.A.,2.5,
Mana,74%,U.S.A.,2.75,
Mana,74%,U.S.A.,3.75,
Manifesto Cacao,70%,Colombia,2.75,
Manoa,72%,U.S.A.,3.5,
Manoa,72%,U.S.A.,3.75,
Manoa,72%,U.S.A.,3.75,
Manoa,72%,U.S.A.,3.25,
Manoa,72%,U.S.A.,2.75,
Manoa,72%,U.S.A.,3,
Manoa,72%,U.S.A.,3.25,
Manufaktura Czekolady,70%,Poland,3.75,
Manufaktura Czekolady,70%,Poland,3.5,
Manufaktura Czekolady,70%,Poland,3.75,Criollo
Manufaktura Czekolady,85%,Poland,3.5,
Manufaktura Czekolady,70%,Poland,3.25,
Manufaktura Czekolady,70%,Poland,3.5,Forastero
Manufaktura Czekolady,70%,Poland,3.25,
Map Chocolate,75%,U.S.A.,3.25,Trinitario
Map Chocolate,70%,U.S.A.,3.5,"Criollo, Trinitario"
Map Chocolate,62%,U.S.A.,3.5,Forastero (Nacional)
Map Chocolate,70%,U.S.A.,3.5,Trinitario
Map Chocolate,70%,U.S.A.,2.75,Trinitario
Map Chocolate,70%,U.S.A.,3.5,
Map Chocolate,68%,U.S.A.,3.5,Criollo
Map Chocolate,75%,U.S.A.,2.75,
Map Chocolate,72%,U.S.A.,3,
Map Chocolate,78%,U.S.A.,3.5,
Marana,70%,Peru,3,
Marana,70%,Peru,2.75,
Marana,70%,Peru,3,
Marigold's Finest,75%,Canada,3.25,
Marou,85%,Vietnam,3.25,Trinitario
Marou,68%,Vietnam,3.5,Trinitario
Marou,70%,Vietnam,3.75,Trinitario
Marou,75%,Vietnam,3.5,Trinitario
Marou,76%,Vietnam,3.5,Trinitario
Marou,72%,Vietnam,3.5,Trinitario
Marou,70%,Vietnam,3.5,Trinitario
Marou,78%,Vietnam,3.5,Trinitario
Marou,80%,Vietnam,3,Trinitario
Marou,74%,Vietnam,3.5,Trinitario
Mars,65%,U.S.A.,3,
Mars,65%,U.S.A.,3,
Mars,65%,U.S.A.,3.25,
Mars,65%,U.S.A.,3.5,Forastero
Marsatta,74%,U.S.A.,2.25,
Marsatta,89%,U.S.A.,2.5,
Martin Mayer,76%,Austria,2.75,
Martin Mayer,82%,Austria,3,
Martin Mayer,74%,Austria,3.25,
Mast Brothers,76%,U.S.A.,3,
Mast Brothers,74%,U.S.A.,3.25,
Mast Brothers,75%,U.S.A.,3.75,Blend
Mast Brothers,73%,U.S.A.,3.5,Blend
Mast Brothers,72%,U.S.A.,2.5,Trinitario
Mast Brothers,73%,U.S.A.,2.75,Trinitario
Mast Brothers,72%,U.S.A.,3.5,
Mast Brothers,76%,U.S.A.,3,Trinitario
Mast Brothers,70%,U.S.A.,3,Trinitario
Mast Brothers,81%,U.S.A.,2.75,Trinitario
Mast Brothers,70%,U.S.A.,3.5,Trinitario
Mast Brothers,71%,U.S.A.,2.75,
Mast Brothers,75%,U.S.A.,3,
Mast Brothers,73%,U.S.A.,3.25,
Mast Brothers,74%,U.S.A.,3.75,
Mast Brothers,81%,U.S.A.,2.75,Criollo
Mast Brothers,75%,U.S.A.,3,
Mast Brothers,70%,U.S.A.,3.25,
Matale,72%,Australia,3.5,Trinitario
Matale,68%,Australia,4,Trinitario
Matale,74%,Australia,4,Trinitario
Matale,70%,Australia,3.75,Trinitario
Maverick,70%,U.S.A.,3.25,Trinitario
Maverick,70%,U.S.A.,3.25,
Maverick,82%,U.S.A.,3.25,Criollo
Maverick,63%,U.S.A.,3.5,Criollo
Mayacama,72%,U.S.A.,3,
Meadowlands,70%,U.S.A.,2.5,
Meadowlands,70%,U.S.A.,2.75,
Meadowlands,70%,U.S.A.,3,Trinitario
Meadowlands,70%,U.S.A.,3,
Meadowlands,70%,U.S.A.,3.5,
Menakao (aka Cinagra),80%,Madagascar,2.5,Trinitario
Menakao (aka Cinagra),72%,Madagascar,2.5,Trinitario
Mesocacao,80%,Honduras,2.75,
Mesocacao,70%,Honduras,3,
Mesocacao,80%,Honduras,3.25,
Mesocacao,70%,Honduras,3.5,
Mesocacao,70%,Honduras,3.25,
Mesocacao,80%,Honduras,3.5,
Metiisto,70%,Sweden,3,
Metiisto,72%,Sweden,3.5,Trinitario
Metropolitan,70%,Amsterdam,3.5,Trinitario
Michel Cluizel,66%,France,3.75,
Michel Cluizel,66%,France,3.5,Trinitario
Michel Cluizel,67%,France,3.5,Forastero
Michel Cluizel,60%,France,2,
Michel Cluizel,85%,France,2,
Michel Cluizel,70%,France,3,Forastero
Michel Cluizel,67%,France,4,
Michel Cluizel,65%,France,4,Trinitario
Michel Cluizel,64%,France,4,
Michel Cluizel,99%,France,2,
Middlebury,80%,U.S.A.,3.5,Trinitario
Middlebury,70%,U.S.A.,3.5,Trinitario
Middlebury,75%,U.S.A.,3.75,
Middlebury,75%,U.S.A.,3.75,
Middlebury,75%,U.S.A.,3.25,
Middlebury,70%,U.S.A.,3.5,
Middlebury,75%,U.S.A.,2.5,
Middlebury,80%,U.S.A.,3.25,Trinitario
Middlebury,65%,U.S.A.,1.5,
Middlebury,75%,U.S.A.,2,Criollo
Middlebury,70%,U.S.A.,2.5,Criollo
Millcreek Cacao Roasters,70%,U.S.A.,2.5,Forastero (Nacional)
Millcreek Cacao Roasters,70%,U.S.A.,3.5,
Mindo,67%,U.S.A.,2.75,
Mindo,77%,U.S.A.,2.75,
Minimal,70%,Japan,3.5,"Criollo, Trinitario"
Mission,75%,Brazil,3.75,
Mission,70%,Brazil,3.5,Forastero (Parazinho)
Mita,65%,Colombia,2.5,
Moho,73%,U.S.A.,3.25,Trinitario
Moho,72%,U.S.A.,3,Trinitario
Moho,67%,U.S.A.,2.75,Trinitario
Molucca,70%,U.S.A.,3,
Molucca,70%,U.S.A.,2.75,
Molucca,70%,U.S.A.,3.25,
Momotombo,70%,Nicaragua,2.75,
Momotombo,70%,Nicaragua,2.75,
Momotombo,70%,Nicaragua,3.25,
Monarque,72%,Canada,3.5,
Monsieur Truffe,70%,Australia,3.25,
Montecristi,70%,Ecuador,3.25,
Montecristi,63%,Ecuador,3.5,
Montecristi,85%,Ecuador,3.5,
Muchomas (Mesocacao),70%,U.S.A.,3.5,
Muchomas (Mesocacao),80%,U.S.A.,3.5,
Mutari,68%,U.S.A.,2.75,
Mutari,71%,U.S.A.,2.75,
Mutari,68%,U.S.A.,2.75,
Mutari,80%,U.S.A.,3,Trinitario
Nahua,58%,Costa Rica,2.5,
Nahua,70%,Costa Rica,3,
Naive,70%,Lithuania,3.75,
Naive,78%,Lithuania,3.75,Forastero (Nacional)
Naive,71%,Lithuania,2.5,Trinitario
Naive,70%,Lithuania,3.25,Criollo
Naive,75%,Lithuania,2.75,Trinitario
Naive,70%,Lithuania,3,
Nanea,85%,U.S.A.,3.5,
Nathan Miller,72%,U.S.A.,2.25,
Nathan Miller,70%,U.S.A.,2.5,
Nathan Miller,73.50%,U.S.A.,2.5,Trinitario
Nathan Miller,70%,U.S.A.,3.5,Forastero
Neuhaus (Callebaut),70%,Belgium,2.5,Criollo
Neuhaus (Callebaut),67%,Belgium,3.75,Trinitario
Neuhaus (Callebaut),73%,Belgium,1,
Neuhaus (Callebaut),73%,Belgium,2,Forastero
Neuhaus (Callebaut),75%,Belgium,2.75,Forastero
